domain,subject,dice,expert_voxels,prediction_voxels,false_positive_voxels,false_negative_voxels,total_error_voxels,false_positive_volume_mm3,false_negative_volume_mm3,predicted_components,detached_fp_components,detached_fp_voxels,detached_fn_components,detached_fn_voxels,terminal_error_voxels,leakage_voxels,major_localization_voxels,boundary_error_voxels,inferior_incorrect_slices,superior_incorrect_slices,first_incorrect_slice,last_incorrect_slice,affected_boundary,affected_detached_fp,affected_detached_fn,affected_terminal,affected_leakage,affected_localization,attributed_detached_fp_voxels,attributed_terminal_voxels,attributed_leakage_voxels,attributed_detached_fn_voxels,attributed_localization_voxels,attributed_boundary_voxels,image_path,ground_truth_path,prediction_path
Mouse,POLYIC_20190524_polyic___E4_P1_7,0.9632295327330822,109158,103975,1327,6510,7837,5.3080014237165845,26.040006984472466,1,0,0,0,0,0,8,0,7760,0,0,-1,-1,1,0,0,0,1,0,0,0,8,0,0,7829,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E4_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E4_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E4_P1_7_prediction.nii.gz
Mouse,POLYIC_20190524_polyic___E4_P1_9,0.9556809389577894,114367,106644,1036,8759,9795,4.144001111507446,35.03600939738776,1,0,0,0,0,66,0,0,9758,0,1,36,37,1,0,0,1,0,0,0,66,0,0,0,9729,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E4_P1_9.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E4_P1_9.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E4_P1_9_prediction.nii.gz
Mouse,POLYIC_20190524_polyic___E8_P1_1,0.9643705035971223,112465,109935,2697,5227,7924,10.788002893567164,20.90800560796276,4,3,75,0,0,0,12,0,7819,0,0,-1,-1,1,1,0,0,1,0,75,0,12,0,0,7837,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E8_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E8_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E8_P1_1_prediction.nii.gz
Mouse,POLYIC_20190524_polyic___E9_P1_1,0.95334844169075,121464,119021,4388,6831,11219,17.552025631428517,27.32403990161536,3,2,2030,0,0,0,151,0,8955,0,0,-1,-1,1,1,0,0,1,0,2030,0,151,0,0,9038,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E9_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E9_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E9_P1_1_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1,0.9664633745325085,116419,111660,1445,6204,7649,5.780001550316853,24.816006656170075,1,0,0,0,0,0,1,0,7623,0,0,-1,-1,1,0,0,0,1,0,0,0,1,0,0,7648,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,0.9620950429125844,110713,104958,1210,6965,8175,4.840001298189199,27.86000747263452,1,0,0,0,0,254,21,0,8145,0,1,35,36,1,0,0,1,1,0,0,254,21,0,0,7900,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_1_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,0.9602542293001064,114207,108584,1616,7239,8855,6.464000770568866,28.95600345182427,3,2,594,0,0,0,3,0,8235,0,0,-1,-1,1,1,0,0,1,0,594,0,3,0,0,8258,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_10_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,0.9602112739207633,114853,108175,1098,7776,8874,4.392001178026232,31.10400834274315,3,2,36,0,0,0,3,0,8831,0,0,-1,-1,1,1,0,0,1,0,36,0,3,0,0,8835,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_11.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_11.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_11_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,0.9607333299939436,112790,106811,1322,7301,8623,5.287995114564747,29.203973019241463,1,0,0,0,0,0,2,0,8584,0,0,-1,-1,1,0,0,0,1,0,0,0,2,0,0,8621,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_12_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,0.9617686531974319,113250,107302,1242,7190,8432,4.968001332521475,28.76000771403334,2,1,9,0,0,0,1,0,8388,0,0,-1,-1,1,1,0,0,1,0,9,0,1,0,0,8422,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_13_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,0.9680483778506683,118390,113617,1320,6093,7413,5.279998269081061,24.371992010235534,1,0,0,0,0,78,2,0,7397,0,1,36,37,1,0,0,1,1,0,0,78,2,0,0,7333,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_2_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,0.9348080337234642,119339,118359,7258,8238,15496,29.032007786989425,32.95200883841539,3,2,6392,0,0,113,0,0,9021,0,1,35,36,1,1,0,1,0,0,6392,113,0,0,0,8991,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_3_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,0.9612451106729627,112340,107271,1721,6790,8511,6.884010052800474,27.160039662123893,1,0,0,0,0,202,2,0,8493,0,1,34,35,1,0,0,1,1,0,0,202,2,0,0,8307,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_4_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,0.9664615098302471,114764,110917,1861,5708,7569,7.4440019966364455,22.83200612401979,2,1,21,0,0,0,0,0,7553,0,0,-1,-1,1,1,0,0,0,0,21,0,0,0,0,7548,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_5_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_6,0.9603860033248186,114325,107642,1055,7738,8793,4.220001131892236,30.95200830197357,1,0,0,0,0,0,0,0,8671,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,8793,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_6_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,0.965845276267073,115099,110697,1655,6057,7712,6.620001775622416,24.22800649845618,1,0,0,0,0,0,4,0,7688,0,0,-1,-1,1,0,0,0,1,0,0,0,4,0,0,7708,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_7_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_8,0.9584091330981994,111178,104302,1043,7919,8962,4.172000186502936,31.676001416027567,1,0,0,0,0,0,4,0,8899,0,0,-1,-1,1,0,0,0,1,0,0,0,4,0,0,8958,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_8.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_8.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_8_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,0.9686030416878014,117878,114756,2091,5213,7304,8.364002243399682,20.85200559294239,2,1,12,0,0,0,2,0,7269,0,0,-1,-1,1,1,0,0,1,0,12,0,2,0,0,7290,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_9.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_9.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_9_prediction.nii.gz
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,0.9677238282346338,120878,117843,2335,5370,7705,9.339999721646294,21.47999935984608,2,1,7,0,0,0,3,0,7677,0,0,-1,-1,1,1,0,0,1,0,7,0,3,0,0,7695,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E5_P1_11.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E5_P1_11.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E5_P1_11_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E10_P1_1,0.9696746905241712,114971,110814,1345,5502,6847,5.3800014430284895,22.00800590300576,1,0,0,0,0,0,0,0,6838,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,6847,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E10_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E10_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E10_P1_1_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E12_P1,0.9652145789724286,113808,108814,1375,6369,7744,5.500001475214998,25.476006833195875,1,0,0,0,0,0,8,0,7729,0,0,-1,-1,1,0,0,0,1,0,0,0,8,0,0,7736,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E12_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E12_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E12_P1_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1,0.9684469107099775,115947,112018,1632,5561,7193,6.528009532928747,22.244032483221055,2,1,19,0,0,0,2,0,7160,0,0,-1,-1,1,1,0,0,1,0,19,0,2,0,0,7172,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1_1,0.9647382288921984,111564,106661,1396,6299,7695,5.584001497745555,25.19600675809402,1,0,0,0,0,0,0,0,7690,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,7695,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_1_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1_2,0.9668141095156885,113510,108723,1294,6081,7375,5.176001388311424,24.324006524205387,1,0,0,0,0,0,6,0,7328,0,0,-1,-1,1,0,0,0,1,0,0,0,6,0,0,7369,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_2_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1_3,0.9693234102615805,110548,107664,1905,4789,6694,7.620002043843325,19.15600513803973,1,0,0,0,0,0,8,0,6664,0,0,-1,-1,1,0,0,0,1,0,0,0,8,0,0,6686,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_3_prediction.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1_4,0.9689437608165379,111899,108250,1594,5243,6837,6.3760017101765145,20.9720056251289,1,0,0,0,0,0,7,0,6830,0,0,-1,-1,1,0,0,0,1,0,0,0,7,0,0,6830,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_4_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1,0.969027973169043,115244,111509,1644,5379,7023,6.576001763820696,21.516005771041073,1,0,0,0,0,0,4,0,6998,0,0,-1,-1,1,0,0,0,1,0,0,0,4,0,0,7019,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9663392599546138,118491,113738,1532,6285,7817,6.127994338512248,25.13997677385736,3,2,143,0,0,0,0,0,7674,0,0,-1,-1,1,1,0,0,0,0,143,0,0,0,0,7674,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_1_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_3,0.968317632585652,120239,117117,2199,5321,7520,8.796002359271114,21.284005708813822,1,0,0,0,0,0,0,0,7520,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,7520,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_3_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_4,0.9706977920107871,120280,117040,1857,5097,6954,7.428001992344911,20.38800546848789,1,0,0,0,0,0,0,0,6954,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,6954,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_4_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_5,0.9637953711609017,109669,107016,2596,5249,7845,10.384015163898914,20.996030660749383,5,4,441,0,0,371,0,0,7360,0,1,36,37,1,1,0,1,0,0,441,74,0,0,0,7330,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_5_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.9679186469292557,115770,111683,1605,5692,7297,6.420001721978235,22.76800610685365,1,0,0,0,0,0,8,0,7265,0,0,-1,-1,1,0,0,0,1,0,0,0,8,0,0,7289,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_6_prediction.nii.gz
Mouse,POLYIC_20190614_polyic___E4_P1_5,0.9694760620216242,115660,112325,1812,5147,6959,7.248001944065147,20.58800552213207,1,0,0,0,0,134,7,0,6939,0,1,35,36,1,0,0,1,1,0,0,134,7,0,0,6818,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E4_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E4_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E4_P1_5_prediction.nii.gz
Mouse,POLYIC_20190618_mouse33__E3_P1,0.9680695075636834,111526,108076,1781,5231,7012,7.124001910805754,20.924005612254295,1,0,0,0,0,0,1,0,6988,0,0,-1,-1,1,0,0,0,1,0,0,0,1,0,0,7011,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190618_mouse33__E3_P1_prediction.nii.gz
Mouse,POLYIC_20190618_mouse34__E3_P1,0.9696456823282682,110215,107217,1801,4799,6600,7.204003005743112,19.196008009195555,1,0,0,0,0,0,4,0,6560,0,0,-1,-1,1,0,0,0,1,0,0,0,4,0,0,6596,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse34__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse34__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190618_mouse34__E3_P1_prediction.nii.gz
